program_label,program,entities,code,number_reported,rent_per_month,hh_income,tpoverty,treatment,year,post,poverty_indicator
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113003800,48113003800,22,382,13799,32,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113003901,48113003901,146,274,11217,50,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113003902,48113003902,13,379,12552,23,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113004000,48113004000,18,371,12949,28,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113004500,48113004500,18,291,11615,20,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113004600,48113004600,34,256,10435,14,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113004900,48113004900,53,429,15693,43,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113005400,48113005400,37,453,16754,17,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113005500,48113005500,15,332,9898,30,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113005700,48113005700,53,332,12909,39,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113005901,48113005901,19,578,16849,26,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113005902,48113005902,48,530,15616,38,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113006001,48113006001,11,347,14142,33,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113006002,48113006002,197,396,15192,35,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113006100,48113006100,88,312,11697,30,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113006200,48113006200,107,313,13079,31,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113006900,48113006900,71,321,11716,43,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113007102,48113007102,17,419,15220,12,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113007201,48113007201,14,269,10452,20,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113007804,48113007804,23,594,20834,13,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113007809,48113007809,93,315,12750,15,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113007810,48113007810,19,341,13607,16,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113007811,48113007811,74,355,13245,15,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113007815,48113007815,28,322,12286,41,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113007818,48113007818,41,282,12678,30,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113007819,48113007819,17,287,12401,22,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113007820,48113007820,30,343,12633,38,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113007825,48113007825,18,288,9940,12,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113007827,48113007827,13,218,7299,18,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113007902,48113007902,11,379,15208,7,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113008500,48113008500,13,442,15604,27,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113008604,48113008604,116,295,11977,52,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113008701,48113008701,223,308,12194,40,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113008703,48113008703,20,499,16021,42,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113008704,48113008704,161,301,11538,37,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113008705,48113008705,13,406,13377,18,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113008801,48113008801,26,368,13026,19,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113008802,48113008802,29,314,11462,39,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113008900,48113008900,85,282,11435,36,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113009000,48113009000,118,400,15858,31,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113009101,48113009101,44,374,14320,27,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113009201,48113009201,14,553,18163,29,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113009202,48113009202,14,535,18666,27,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113009304,48113009304,325,319,12157,55,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113009605,48113009605,138,340,15350,4,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113009611,48113009611,25,419,14544,10,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113010000,48113010000,206,344,14254,20,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113010101,48113010101,14,529,16385,31,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113010701,48113010701,74,404,16003,30,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113010703,48113010703,31,322,12652,27,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113010704,48113010704,130,323,13361,37,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113010801,48113010801,110,343,13405,27,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113010803,48113010803,43,402,13601,16,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113010804,48113010804,178,350,12864,39,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113010805,48113010805,131,429,15724,19,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113010902,48113010902,435,328,12806,33,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113010903,48113010903,89,400,15913,23,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113010904,48113010904,187,340,13772,41,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113011001,48113011001,61,327,12502,27,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113011101,48113011101,28,403,14296,16,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113011103,48113011103,13,528,18615,31,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113011104,48113011104,30,393,13868,39,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113011105,48113011105,77,324,12061,30,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113011200,48113011200,225,461,17267,26,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113011300,48113011300,109,424,16061,24,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113011401,48113011401,469,367,15276,46,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113011500,48113011500,191,337,14479,34,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113011601,48113011601,161,313,12550,33,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113011602,48113011602,18,668,19892,13,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113011701,48113011701,36,395,14118,29,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113011702,48113011702,85,358,13882,38,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113011800,48113011800,142,364,13683,30,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113011900,48113011900,57,504,17183,26,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113012000,48113012000,314,387,14934,24,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113012100,48113012100,236,464,16802,28,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113012204,48113012204,68,357,12197,22,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113012206,48113012206,28,429,16989,22,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113012207,48113012207,99,389,13826,25,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113012208,48113012208,197,309,12293,37,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113012210,48113012210,82,314,11915,28,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113012211,48113012211,73,356,12274,21,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113012302,48113012302,418,349,13133,33,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113012601,48113012601,11,562,18167,14,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113012604,48113012604,39,287,11132,19,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113012800,48113012800,11,382,13266,12,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113013007,48113013007,26,316,12524,13,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113013011,48113013011,76,396,14963,31,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113013200,48113013200,38,397,16723,7,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113013609,48113013609,12,555,20751,23,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113013623,48113013623,14,252,9103,15,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113013718,48113013718,12,294,11238,12,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113013720,48113013720,13,389,15003,11,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113014115,48113014115,45,509,18834,8,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113014121,48113014121,21,411,17851,5,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113014130,48113014130,76,419,16771,6,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113014131,48113014131,73,435,18180,9,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113014132,48113014132,218,333,13960,16,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113014204,48113014204,16,442,15559,38,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113014310,48113014310,162,385,15036,15,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113014312,48113014312,58,484,20978,7,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113014405,48113014405,16,256,10720,18,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113014407,48113014407,16,406,16288,14,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113014601,48113014601,30,388,15076,17,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113014602,48113014602,24,344,14038,22,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113014902,48113014902,13,290,11590,15,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113015100,48113015100,19,501,15278,15,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113015205,48113015205,24,335,11455,26,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113015305,48113015305,30,509,19589,16,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113015403,48113015403,23,377,18778,24,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113015404,48113015404,105,457,18543,29,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113015500,48113015500,24,349,13204,15,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113015900,48113015900,76,527,18170,25,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016001,48113016001,14,429,16384,35,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016002,48113016002,34,410,15437,28,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016100,48113016100,88,374,14947,12,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016201,48113016201,65,394,15088,9,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016202,48113016202,173,320,12169,14,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016301,48113016301,18,672,25583,12,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016401,48113016401,54,577,23229,7,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016406,48113016406,81,350,13260,20,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016407,48113016407,50,487,18617,12,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016408,48113016408,65,423,16191,8,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016410,48113016410,16,619,22781,12,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016411,48113016411,68,575,21987,8,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016413,48113016413,14,447,15740,10,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016502,48113016502,43,523,19676,28,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016509,48113016509,41,535,19917,7,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016510,48113016510,132,495,19338,13,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016511,48113016511,69,510,21245,19,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016514,48113016514,65,583,23239,6,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016516,48113016516,128,337,13133,19,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016517,48113016517,82,478,18816,17,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016518,48113016518,174,355,14475,15,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016520,48113016520,91,431,16902,20,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016521,48113016521,59,465,18444,14,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016522,48113016522,38,495,19752,17,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016605,48113016605,619,357,14998,39,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016606,48113016606,89,556,22040,13,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016607,48113016607,320,314,12362,36,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016610,48113016610,119,411,15807,17,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016611,48113016611,60,562,20912,13,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016612,48113016612,49,630,21738,8,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016615,48113016615,80,547,21034,7,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016616,48113016616,95,491,20762,14,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016618,48113016618,29,520,19905,7,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016619,48113016619,119,368,15088,17,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016620,48113016620,48,458,17359,16,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016621,48113016621,52,612,22274,22,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016622,48113016622,87,523,19185,18,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016623,48113016623,78,726,27603,9,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016624,48113016624,62,487,20839,3,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016625,48113016625,75,542,22476,10,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016626,48113016626,105,495,20507,19,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016701,48113016701,95,500,18123,12,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016703,48113016703,284,409,16920,22,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016704,48113016704,110,523,19976,15,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016705,48113016705,125,469,16520,20,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016803,48113016803,49,518,18768,23,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016804,48113016804,71,643,20402,8,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113016902,48113016902,189,339,14156,29,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017001,48113017001,27,478,17341,21,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017003,48113017003,45,503,18983,17,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017004,48113017004,14,486,18417,27,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017101,48113017101,27,462,17212,16,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017102,48113017102,13,601,23746,22,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017201,48113017201,66,317,12466,22,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017202,48113017202,144,399,15391,17,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017301,48113017301,31,487,17959,17,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017303,48113017303,45,692,25547,11,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017304,48113017304,107,581,23279,4,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017305,48113017305,187,533,22157,3,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017306,48113017306,106,553,23203,11,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017400,48113017400,35,564,18602,27,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017500,48113017500,29,502,18205,9,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017602,48113017602,29,465,16613,22,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017604,48113017604,33,391,14789,19,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017605,48113017605,24,561,15984,26,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017606,48113017606,37,621,19077,16,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017702,48113017702,306,368,14068,14,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017703,48113017703,222,455,18539,23,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017704,48113017704,104,431,16517,27,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017804,48113017804,78,429,17981,17,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017805,48113017805,244,407,14493,16,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017806,48113017806,39,535,19032,13,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017807,48113017807,39,499,18276,6,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017808,48113017808,30,337,13922,9,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017811,48113017811,20,536,22226,8,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017813,48113017813,38,457,16677,11,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017814,48113017814,12,726,24471,4,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113017900,48113017900,31,435,16198,18,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018001,48113018001,59,410,15609,15,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018002,48113018002,21,554,20976,22,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018104,48113018104,64,545,21431,8,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018105,48113018105,26,709,22719,9,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018111,48113018111,139,431,17481,27,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018118,48113018118,26,459,17204,8,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018120,48113018120,24,558,20753,6,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018121,48113018121,59,559,19394,8,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018122,48113018122,24,419,16785,4,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018123,48113018123,32,560,18057,5,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018124,48113018124,119,474,19531,8,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018126,48113018126,54,529,19821,5,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018128,48113018128,121,450,17174,12,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018130,48113018130,165,453,18208,16,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018132,48113018132,23,690,24532,3,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018133,48113018133,32,453,18485,4,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018134,48113018134,75,483,18917,4,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018135,48113018135,75,481,20114,15,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018136,48113018136,17,409,16320,3,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018137,48113018137,37,461,17655,7,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018138,48113018138,89,310,12712,17,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018139,48113018139,85,466,19847,6,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018140,48113018140,44,451,19649,3,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018141,48113018141,225,304,12436,22,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018142,48113018142,30,448,17120,8,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018203,48113018203,31,662,20717,3,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018300,48113018300,16,460,17466,21,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018401,48113018401,14,414,13585,24,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018402,48113018402,13,404,12057,14,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018503,48113018503,55,359,12282,34,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018505,48113018505,52,367,14569,31,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018700,48113018700,21,309,11331,24,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018801,48113018801,18,652,20967,21,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018802,48113018802,32,347,12936,19,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113018900,48113018900,23,485,15520,17,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019004,48113019004,37,458,15164,10,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019013,48113019013,107,355,12487,35,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019014,48113019014,56,421,14885,28,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019016,48113019016,12,332,12568,24,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019018,48113019018,55,309,12038,21,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019019,48113019019,46,441,16102,33,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019020,48113019020,12,620,23409,17,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019021,48113019021,32,542,20525,7,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019023,48113019023,13,430,17332,1,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019024,48113019024,42,532,20046,6,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019025,48113019025,12,514,15432,7,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019026,48113019026,75,408,15340,18,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019027,48113019027,66,558,18682,12,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019028,48113019028,30,540,19793,10,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019029,48113019029,55,548,20513,16,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019031,48113019031,18,682,24818,6,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019033,48113019033,20,483,14665,27,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019034,48113019034,56,310,11687,21,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019035,48113019035,27,312,12274,36,1,2019,1,1
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019037,48113019037,15,617,24905,6,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019039,48113019039,26,667,26214,5,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019040,48113019040,111,329,13278,15,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019041,48113019041,16,359,14663,1,1,2019,1,0
Housing Choice Vouchers,3,TX Texas 113 Dallas County 48113019042,48113019042,12,519,19749,4,1,2019,1,0
